sampleid	read_count	percentage_nonresident_reads	Project_ID	Case_Control	Disease_Level_1	Disease_Level_2
SRR14737015	2820	0.060	PRJNA735021	Case	Autoimmune	RA
S842	2818	0.061	crohns-paper_37122605	Case	Gastrointestinal	IBD
ERR4264870	2817	0.061	PRJEB38930	Case	Other	AN
SRR14736958	2817	0.061	PRJNA735021	Case	Autoimmune	RA
SRR14736990	2817	0.061	PRJNA735021	Control	Autoimmune	RA
ERR5051463	2815	0.062	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051534	2815	0.062	PRJEB42375	Control	Gastrointestinal	IBS
SRR14736980	2815	0.062	PRJNA735021	Control	Autoimmune	RA
SRR18268030	2815	0.062	PRJNA813503	Control	Metabolic	GDM
SRR14737022	2814	0.062	PRJNA735021	Case	Autoimmune	RA
SRR18267993	2814	0.062	PRJNA813503	Control	Metabolic	GDM
SRR14737012	2813	0.062	PRJNA735021	Case	Autoimmune	RA
SRR18267990	2813	0.062	PRJNA813503	Control	Metabolic	GDM
DRR352776	2812	0.063	PRJDB13192	Control	Infectious	COVID-19
ERR4264989	2811	0.063	PRJEB38930	Case	Other	AN
SRR18268011	2811	0.063	PRJNA813503	Case	Metabolic	GDM
ERR4264854	2810	0.063	PRJEB38930	Control	Other	AN
DRR352735	2808	0.064	PRJDB13192	Case	Infectious	COVID-19
SRR17285875	2807	0.064	PRJNA791216	Control	Autoimmune	RA
SRR11098608	2805	0.065	PRJNA607176	Case	Gastrointestinal	IBD
SRR15531431	2805	0.065	PRJNA756382	Case	Metabolic	T1DM
ERR5051431	2804	0.065	PRJEB42375	Case	Gastrointestinal	IBS
S886	2803	0.066	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR14736952	2802	0.066	PRJNA735021	Case	Autoimmune	RA
ERR5051526	2799	0.067	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051535	2797	0.068	PRJEB42375	Control	Gastrointestinal	IBS
SRR14737004	2797	0.068	PRJNA735021	Case	Autoimmune	RA
DRR352796	2796	0.068	PRJDB13192	Case	Infectious	COVID-19
ERR5051422	2795	0.068	PRJEB42375	Case	Gastrointestinal	IBS
SRR18267998	2795	0.068	PRJNA813503	Case	Metabolic	GDM
ERR3711759	2794	0.069	PRJEB35665	Control	Cancer	Melanoma
SRR18268003	2794	0.069	PRJNA813503	Case	Metabolic	GDM
SRR14736982	2793	0.069	PRJNA735021	Control	Autoimmune	RA
SRR14736979	2792	0.069	PRJNA735021	Control	Autoimmune	RA
ERR4264869	2791	0.070	PRJEB38930	Case	Other	AN
ERR4264940	2791	0.070	PRJEB38930	Control	Other	AN
SRR12613996	2791	0.070	PRJNA662173	Case	Metabolic	T2DM
S808	2790	0.070	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR14736973	2789	0.070	PRJNA735021	Control	Autoimmune	RA
SRR17285841	2784	0.072	PRJNA791216	Case	Autoimmune	RA
ERR5051483	2782	0.073	PRJEB42375	Case	Gastrointestinal	IBS
S846	2782	0.073	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268439	2779	0.074	PRJNA647266	Control	Other	CKD
SRR14736943	2779	0.074	PRJNA735021	Case	Autoimmune	RA
SRR15531432	2778	0.074	PRJNA756382	Case	Metabolic	T1DM
ERR5051428	2777	0.074	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268482	2777	0.074	PRJNA647266	Control	Other	CKD
SRR12268452	2774	0.075	PRJNA647266	Control	Other	CKD
SRR12613952	2774	0.075	PRJNA662173	Case	Metabolic	T2DM
DRR352787	2773	0.076	PRJDB13192	Case	Infectious	COVID-19
DRR352792	2771	0.076	PRJDB13192	Case	Infectious	COVID-19
SRR14737016	2771	0.076	PRJNA735021	Case	Autoimmune	RA
SRR14736998	2770	0.077	PRJNA735021	Case	Autoimmune	RA
ERR5051510	2769	0.077	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051475	2768	0.077	PRJEB42375	Case	Gastrointestinal	IBS
S791	2768	0.077	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14736950	2765	0.078	PRJNA735021	Control	Autoimmune	RA
SRR18268045	2764	0.079	PRJNA813503	Case	Metabolic	GDM
SRR18268050	2764	0.079	PRJNA813503	Case	Metabolic	GDM
S778	2759	0.080	crohns-paper_37122605	Control	Gastrointestinal	IBD
S793	2758	0.081	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR17430154	2758	0.081	PRJNA794154	Control	Infectious	COVID-19
SRR14736991	2757	0.081	PRJNA735021	Control	Autoimmune	RA
S779	2756	0.081	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR6308465	2756	0.081	PRJNA419104	Control	Infectious	CDI
ERR4264986	2755	0.082	PRJEB38930	Case	Other	AN
S847	2754	0.082	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14736940	2754	0.082	PRJNA735021	Control	Autoimmune	RA
SRR14736984	2753	0.082	PRJNA735021	Control	Autoimmune	RA
SRR14736988	2749	0.084	PRJNA735021	Control	Autoimmune	RA
SRR12268332	2747	0.084	PRJNA647266	Case	Other	CKD
SRR14736954	2747	0.084	PRJNA735021	Case	Autoimmune	RA
SRR14736968	2741	0.086	PRJNA735021	Control	Autoimmune	RA
SRR12268320	2738	0.087	PRJNA647266	Control	Other	CKD
SRR14737024	2738	0.087	PRJNA735021	Control	Autoimmune	RA
S762	2737	0.088	crohns-paper_37122605	Case	Gastrointestinal	IBD
S859	2733	0.089	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR15531459	2733	0.089	PRJNA756382	Case	Metabolic	T1DM
S877	2730	0.090	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14737018	2730	0.090	PRJNA735021	Case	Autoimmune	RA
SRR12268291	2729	0.090	PRJNA647266	Control	Other	CKD
SRR12613995	2727	0.091	PRJNA662173	Case	Metabolic	T2DM
SRR18267977	2727	0.091	PRJNA813503	Control	Metabolic	GDM
SRR14736965	2724	0.092	PRJNA735021	Control	Autoimmune	RA
S774	2722	0.093	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR12268322	2722	0.093	PRJNA647266	Control	Other	CKD
ERR4264965	2721	0.093	PRJEB38930	Control	Other	AN
SRR14737000	2718	0.094	PRJNA735021	Case	Autoimmune	RA
SRR14736955	2714	0.095	PRJNA735021	Case	Autoimmune	RA
SRR17285807	2713	0.096	PRJNA791216	Case	Autoimmune	RA
SRR12268299	2712	0.096	PRJNA647266	Control	Other	CKD
SRR12268520	2710	0.097	PRJNA647266	Case	Other	CKD
S766	2707	0.098	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268433	2703	0.099	PRJNA647266	Control	Other	CKD
SRR17430142	2701	0.100	PRJNA794154	Case	Infectious	COVID-19
SRR15531414	2699	0.100	PRJNA756382	Case	Metabolic	T1DM
ERR5051523	2698	0.101	PRJEB42375	Control	Gastrointestinal	IBS
SRR14736964	2697	0.101	PRJNA735021	Case	Autoimmune	RA
S765	2695	0.102	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR15531467	2695	0.102	PRJNA756382	Case	Metabolic	T1DM
SRR14736971	2694	0.102	PRJNA735021	Control	Autoimmune	RA
S925	2692	0.103	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR18268017	2692	0.103	PRJNA813503	Control	Metabolic	GDM
SRR12268435	2677	0.108	PRJNA647266	Control	Other	CKD
DRR352761	2673	0.109	PRJDB13192	Control	Infectious	COVID-19
SRR18267976	2671	0.110	PRJNA813503	Control	Metabolic	GDM
SRR12268374	2668	0.111	PRJNA647266	Case	Other	CKD
ERR5051417	2667	0.111	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051530	2664	0.112	PRJEB42375	Control	Gastrointestinal	IBS
SRR12268506	2664	0.112	PRJNA647266	Control	Other	CKD
ERR5051438	2661	0.113	PRJEB42375	Case	Gastrointestinal	IBS
SRR18268051	2660	0.113	PRJNA813503	Case	Metabolic	GDM
ERR4264957	2655	0.115	PRJEB38930	Control	Other	AN
DRR352805	2646	0.118	PRJDB13192	Control	Infectious	COVID-19
SRR12268449	2635	0.122	PRJNA647266	Control	Other	CKD
SRR14736977	2634	0.122	PRJNA735021	Control	Autoimmune	RA
SRR17430180	2632	0.123	PRJNA794154	Case	Infectious	COVID-19
SRR10505151	2630	0.123	PRJNA590898	Control	Gastrointestinal	IBD
S783	2628	0.124	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR17285791	2626	0.125	PRJNA791216	Case	Autoimmune	RA
SRR18268046	2626	0.125	PRJNA813503	Case	Metabolic	GDM
ERR5051421	2625	0.125	PRJEB42375	Case	Gastrointestinal	IBS
S715	2625	0.125	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268434	2623	0.126	PRJNA647266	Case	Other	CKD
ERR5051543	2619	0.127	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051451	2618	0.127	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051441	2616	0.128	PRJEB42375	Case	Gastrointestinal	IBS
SRR18268019	2615	0.128	PRJNA813503	Control	Metabolic	GDM
SRR12268370	2613	0.129	PRJNA647266	Case	Other	CKD
ERR4264860	2608	0.131	PRJEB38930	Control	Other	AN
SRR12268300	2607	0.131	PRJNA647266	Control	Other	CKD
ERR5051449	2602	0.133	PRJEB42375	Case	Gastrointestinal	IBS
ERR6295998	2602	0.133	PRJEB46343	Control	Infectious	HIV
SRR12268334	2596	0.135	PRJNA647266	Case	Other	CKD
DRR352773	2594	0.135	PRJDB13192	Control	Infectious	COVID-19
SRR14736985	2589	0.137	PRJNA735021	Control	Autoimmune	RA
SRR12268401	2588	0.137	PRJNA647266	Case	Other	CKD
ERR5051499	2585	0.138	PRJEB42375	Control	Gastrointestinal	IBS
SRR12268396	2570	0.143	PRJNA647266	Case	Other	CKD
SRR14737007	2566	0.145	PRJNA735021	Case	Autoimmune	RA
SRR12268430	2562	0.146	PRJNA647266	Control	Other	CKD
S827	2559	0.147	crohns-paper_37122605	Case	Gastrointestinal	IBD
ERR5051550	2557	0.148	PRJEB42375	Control	Gastrointestinal	IBS
S870	2550	0.150	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR14737020	2547	0.151	PRJNA735021	Case	Autoimmune	RA
S854	2545	0.152	crohns-paper_37122605	Case	Gastrointestinal	IBD
S851	2538	0.154	crohns-paper_37122605	Case	Gastrointestinal	IBD
S829	2532	0.156	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR17285980	2532	0.156	PRJNA791216	Case	Autoimmune	RA
DRR352789	2531	0.156	PRJDB13192	Case	Infectious	COVID-19
SRR18268029	2530	0.157	PRJNA813503	Control	Metabolic	GDM
S738	2522	0.159	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR15531410	2505	0.165	PRJNA756382	Case	Metabolic	T1DM
SRR18267986	2505	0.165	PRJNA813503	Control	Metabolic	GDM
SRR17285890	2503	0.166	PRJNA791216	Case	Autoimmune	RA
SRR15531528	2499	0.167	PRJNA756382	Control	Metabolic	T1DM
SRR12268372	2480	0.173	PRJNA647266	Case	Other	CKD
SRR12268408	2477	0.174	PRJNA647266	Control	Other	CKD
SRR12268369	2460	0.180	PRJNA647266	Case	Other	CKD
SRR12268399	2460	0.180	PRJNA647266	Case	Other	CKD
ERR5051541	2456	0.181	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051537	2449	0.184	PRJEB42375	Control	Gastrointestinal	IBS
SRR12268357	2442	0.186	PRJNA647266	Case	Other	CKD
SRR12268412	2441	0.186	PRJNA647266	Case	Other	CKD
SRR12268448	2441	0.186	PRJNA647266	Control	Other	CKD
SRR14736981	2432	0.189	PRJNA735021	Control	Autoimmune	RA
SRR18268007	2430	0.190	PRJNA813503	Case	Metabolic	GDM
SRR18268043	2429	0.190	PRJNA813503	Case	Metabolic	GDM
S767	2413	0.196	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR18268022	2409	0.197	PRJNA813503	Control	Metabolic	GDM
S747	2403	0.199	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR8536972	2400	0.200	PRJNA517994	Case	Liver	Alcohol-Associated-LD
SRR12268298	2393	0.202	PRJNA647266	Case	Other	CKD
SRR12268375	2390	0.203	PRJNA647266	Case	Other	CKD
SRR18268041	2388	0.204	PRJNA813503	Control	Metabolic	GDM
SRR18268024	2383	0.206	PRJNA813503	Control	Metabolic	GDM
S822	2359	0.214	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268500	2356	0.215	PRJNA647266	Control	Other	CKD
SRR11098575	2353	0.216	PRJNA607176	Control	Gastrointestinal	IBD
ERR3711771	2348	0.217	PRJEB35665	Case	Cancer	Melanoma
SRR18268000	2347	0.218	PRJNA813503	Control	Metabolic	GDM
SRR18268039	2338	0.221	PRJNA813503	Control	Metabolic	GDM
S830	2337	0.221	crohns-paper_37122605	Case	Gastrointestinal	IBD
DRR352793	2332	0.223	PRJDB13192	Case	Infectious	COVID-19
SRR12268381	2318	0.227	PRJNA647266	Case	Other	CKD
SRR17430151	2312	0.229	PRJNA794154	Control	Infectious	COVID-19
DRR352766	2307	0.231	PRJDB13192	Control	Infectious	COVID-19
SRR14737005	2307	0.231	PRJNA735021	Case	Autoimmune	RA
SRR17285847	2300	0.233	PRJNA791216	Control	Autoimmune	RA
ERR4264891	2295	0.235	PRJEB38930	Case	Other	AN
S795	2290	0.237	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268321	2282	0.239	PRJNA647266	Control	Other	CKD
DRR352806	2269	0.244	PRJDB13192	Control	Infectious	COVID-19
SRR12268293	2249	0.250	PRJNA647266	Control	Other	CKD
SRR12268315	2247	0.251	PRJNA647266	Control	Other	CKD
S868	2232	0.256	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268341	2229	0.257	PRJNA647266	Case	Other	CKD
DRR352747	2158	0.281	PRJDB13192	Case	Infectious	COVID-19
ERR3711765	2138	0.287	PRJEB35665	Control	Cancer	Melanoma
SRR17430163	2101	0.300	PRJNA794154	Case	Infectious	COVID-19
DRR352775	2094	0.302	PRJDB13192	Control	Infectious	COVID-19
S821	2079	0.307	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14737014	2077	0.308	PRJNA735021	Case	Autoimmune	RA
SRR12613983	2066	0.311	PRJNA662173	Case	Metabolic	T2DM
SRR12614006	2058	0.314	PRJNA662173	Control	Metabolic	T2DM
DRR352724	2052	0.316	PRJDB13192	Case	Infectious	COVID-19
SRR12613945	2017	0.328	PRJNA662173	Control	Metabolic	T2DM
SRR12268493	2013	0.329	PRJNA647266	Control	Other	CKD
ERR4264934	2002	0.333	PRJEB38930	Control	Other	AN
SRR12614007	2000	0.333	PRJNA662173	Control	Metabolic	T2DM
SRR12268389	1999	0.334	PRJNA647266	Case	Other	CKD
SRR12268484	1997	0.334	PRJNA647266	Control	Other	CKD
SRR12268317	1982	0.339	PRJNA647266	Control	Other	CKD
ERR4264997	1981	0.340	PRJEB38930	Case	Other	AN
SRR12268416	1974	0.342	PRJNA647266	Control	Other	CKD
SRR12268457	1949	0.350	PRJNA647266	Case	Other	CKD
SRR12268403	1940	0.353	PRJNA647266	Control	Other	CKD
S855	1924	0.359	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14736944	1895	0.368	PRJNA735021	Case	Autoimmune	RA
SRR12268333	1892	0.369	PRJNA647266	Case	Other	CKD
SRR12268521	1874	0.375	PRJNA647266	Case	Other	CKD
SRR20665843	1810	0.397	PRJNA778607	Control	Infectious	HD
SRR12268440	1805	0.398	PRJNA647266	Control	Other	CKD
S869	1792	0.403	crohns-paper_37122605	Case	Gastrointestinal	IBD
S860	1770	0.410	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12613975	1740	0.420	PRJNA662173	Case	Metabolic	T2DM
SRR12268303	1715	0.428	PRJNA647266	Control	Other	CKD
ERR5051552	1676	0.441	PRJEB42375	Control	Gastrointestinal	IBS
SRR12614005	1644	0.452	PRJNA662173	Control	Metabolic	T2DM
SRR18268012	1605	0.465	PRJNA813503	Case	Metabolic	GDM
SRR12613957	1555	0.482	PRJNA662173	Case	Metabolic	T2DM
SRR12268519	1552	0.483	PRJNA647266	Control	Other	CKD
SRR14737017	1549	0.484	PRJNA735021	Control	Autoimmune	RA
SRR12614002	1532	0.489	PRJNA662173	Control	Metabolic	T2DM
SRR18268028	1521	0.493	PRJNA813503	Control	Metabolic	GDM
S831	1510	0.497	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR6308508	1506	0.498	PRJNA419104	Control	Infectious	CDI
SRR14736974	1490	0.503	PRJNA735021	Control	Autoimmune	RA
SRR12613944	1482	0.506	PRJNA662173	Control	Metabolic	T2DM
SRR12614003	1460	0.513	PRJNA662173	Control	Metabolic	T2DM
SRR12268306	1450	0.517	PRJNA647266	Control	Other	CKD
SRR11098563	1434	0.522	PRJNA607176	Control	Gastrointestinal	IBD
SRR12613949	1429	0.524	PRJNA662173	Case	Metabolic	T2DM
ERR4264924	1418	0.527	PRJEB38930	Case	Other	AN
SRR12613976	1387	0.538	PRJNA662173	Case	Metabolic	T2DM
SRR12614008	1377	0.541	PRJNA662173	Control	Metabolic	T2DM
SRR15531448	1341	0.553	PRJNA756382	Case	Metabolic	T1DM
SRR18268053	1322	0.559	PRJNA813503	Case	Metabolic	GDM
SRR14200643	1314	0.562	PRJNA703732	Case	Liver	Alcohol-Associated-LD
SRR12614001	1313	0.562	PRJNA662173	Control	Metabolic	T2DM
SRR12613946	1307	0.564	PRJNA662173	Control	Metabolic	T2DM
SRR12268309	1297	0.568	PRJNA647266	Case	Other	CKD
SRR12613979	1293	0.569	PRJNA662173	Case	Metabolic	T2DM
ERR5051502	1274	0.575	PRJEB42375	Control	Gastrointestinal	IBS
SRR12614010	1272	0.576	PRJNA662173	Control	Metabolic	T2DM
SRR12613960	1251	0.583	PRJNA662173	Case	Metabolic	T2DM
SRR17285848	1242	0.586	PRJNA791216	Control	Autoimmune	RA
SRR15531419	1182	0.606	PRJNA756382	Control	Metabolic	T1DM
SRR12613947	1163	0.612	PRJNA662173	Case	Metabolic	T2DM
SRR12614009	1127	0.624	PRJNA662173	Control	Metabolic	T2DM
SRR12614004	1122	0.626	PRJNA662173	Control	Metabolic	T2DM
SRR12268304	1117	0.628	PRJNA647266	Control	Other	CKD
SRR12613998	1071	0.643	PRJNA662173	Control	Metabolic	T2DM
SRR12613954	1062	0.646	PRJNA662173	Case	Metabolic	T2DM
SRR12268338	1020	0.660	PRJNA647266	Case	Other	CKD
SRR12613965	1010	0.663	PRJNA662173	Case	Metabolic	T2DM
SRR12613955	1009	0.664	PRJNA662173	Case	Metabolic	T2DM
SRR12613953	999	0.667	PRJNA662173	Case	Metabolic	T2DM
SRR12613961	971	0.676	PRJNA662173	Case	Metabolic	T2DM
SRR12614011	966	0.678	PRJNA662173	Control	Metabolic	T2DM
SRR12613982	963	0.679	PRJNA662173	Case	Metabolic	T2DM
SRR12613964	959	0.680	PRJNA662173	Case	Metabolic	T2DM
SRR12613962	936	0.688	PRJNA662173	Case	Metabolic	T2DM
SRR6308488	911	0.696	PRJNA419104	Case	Infectious	CDI
SRR12613973	909	0.697	PRJNA662173	Case	Metabolic	T2DM
SRR12613978	903	0.699	PRJNA662173	Control	Metabolic	T2DM
SRR12613958	900	0.700	PRJNA662173	Case	Metabolic	T2DM
SRR12613963	896	0.701	PRJNA662173	Case	Metabolic	T2DM
SRR12613959	893	0.702	PRJNA662173	Case	Metabolic	T2DM
SRR12613956	873	0.709	PRJNA662173	Control	Metabolic	T2DM
SRR12613980	872	0.709	PRJNA662173	Case	Metabolic	T2DM
SRR18267980	870	0.710	PRJNA813503	Control	Metabolic	GDM
SRR12613989	862	0.713	PRJNA662173	Control	Metabolic	T2DM
SRR15531472	846	0.718	PRJNA756382	Control	Metabolic	T1DM
SRR12613999	845	0.718	PRJNA662173	Control	Metabolic	T2DM
SRR12613997	841	0.720	PRJNA662173	Control	Metabolic	T2DM
SRR12268471	840	0.720	PRJNA647266	Control	Other	CKD
DRR352799	824	0.725	PRJDB13192	Case	Infectious	COVID-19
SRR12613985	820	0.727	PRJNA662173	Case	Metabolic	T2DM
SRR12613967	808	0.731	PRJNA662173	Control	Metabolic	T2DM
SRR12613974	808	0.731	PRJNA662173	Case	Metabolic	T2DM
DRR352762	800	0.733	PRJDB13192	Control	Infectious	COVID-19
SRR12613951	793	0.736	PRJNA662173	Case	Metabolic	T2DM
SRR12268355	773	0.742	PRJNA647266	Case	Other	CKD
SRR12614000	749	0.750	PRJNA662173	Control	Metabolic	T2DM
SRR12613984	748	0.751	PRJNA662173	Case	Metabolic	T2DM
SRR12614012	710	0.763	PRJNA662173	Control	Metabolic	T2DM
SRR12268342	682	0.773	PRJNA647266	Case	Other	CKD
SRR12613977	682	0.773	PRJNA662173	Case	Metabolic	T2DM
SRR12613948	680	0.773	PRJNA662173	Case	Metabolic	T2DM
SRR12268424	661	0.780	PRJNA647266	Control	Other	CKD
SRR15531440	650	0.783	PRJNA756382	Case	Metabolic	T1DM
DRR352744	631	0.790	PRJDB13192	Case	Infectious	COVID-19
SRR12613950	576	0.808	PRJNA662173	Case	Metabolic	T2DM
SRR12268339	530	0.823	PRJNA647266	Case	Other	CKD
SRR15531437	466	0.845	PRJNA756382	Control	Metabolic	T1DM
SRR15531497	460	0.847	PRJNA756382	Control	Metabolic	T1DM
SRR14736992	390	0.870	PRJNA735021	Control	Autoimmune	RA
SRR12268411	277	0.908	PRJNA647266	Control	Other	CKD
SRR15531449	195	0.935	PRJNA756382	Case	Metabolic	T1DM
DRR352750	132	0.956	PRJDB13192	Case	Infectious	COVID-19
SRR15531533	42	0.986	PRJNA756382	Case	Metabolic	T1DM
ERR4264907	33	0.989	PRJEB38930	Case	Other	AN
SRR15531487	30	0.990	PRJNA756382	Control	Metabolic	T1DM
